,diagrp,Cause,SOdm,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
4481,25,Cancer of the pleura,148,"Scaffolders, Stagers, Steeplejacks, Riggers",7,3.183092,219.912,88.41718,453.1035,3.733413,187.496,75.3841,386.3141
10702,61,Other leukaemia,24,Literary and Artistic Occupations,7,3.186144,219.7013,88.3325,452.6695,2.9938,233.8165,94.00761,481.7523
35689,200,Fall on stairs,33,Architects and Surveyors,9,4.098508,219.5921,100.4122,416.8542,2.825731,318.5017,145.6402,604.6153
16461,93,Pulmonary embolism and phlebitis,189,Slingers,8,3.644229,219.5252,94.7745,432.5524,3.847012,207.9536,89.77877,409.7518
37475,210,Cold injury,9,Other Administrators,10,4.559755,219.31,105.1679,403.3199,4.761362,210.024,100.7149,386.2425
31912,179,Osteoporosis,57,Sales Representatives,6,2.743611,218.6898,80.25553,475.9967,2.302201,260.6202,95.64326,567.2616
14216,81,Bacterial and unspecified meningitis,104,Carpenters & Joiners,8,3.660193,218.5677,94.36115,430.6658,3.761003,212.7092,91.83188,419.1222
14694,84,Parkinson's disease,34,Aircraft Flight Deck Officers,6,2.753085,217.9373,79.97938,474.3588,2.161181,277.626,101.8841,604.2761
28839,162,Urinary infections,61,Hospital Porters and Ward Orderlies,13,5.966149,217.896,116.0212,372.6088,6.028898,215.6281,114.8137,368.7307
27212,153,Diverticular disease,63,Railway Station Staff,9,4.140313,217.3749,99.39829,412.6452,4.741174,189.8264,86.80128,360.3496
16696,95,Cor pulmonale,45,Publicans and Bar staff,11,5.075329,216.7347,108.194,387.7975,6.090352,180.6135,90.16227,323.1669
40242,225,Other accidents,61,Hospital Porters and Ward Orderlies,8,3.705413,215.9004,93.20959,425.4101,3.8314,208.801,90.1446,411.4214
28372,159,Pancreatitis,147,Steel Erectors,7,3.250952,215.3215,86.57156,443.6454,3.366687,207.9195,83.59553,428.3944
1994,12,Cancer of oesophagus,4,Economists & statisticians,8,3.718933,215.1154,92.87072,423.8635,3.556822,224.9199,97.10353,443.1821
25115,141,Gastric ulcer,148,"Scaffolders, Stagers, Steeplejacks, Riggers",8,3.72371,214.8395,92.75159,423.3198,3.366814,237.6134,102.5836,468.1935
11678,67,Diabetes,100,Sewers & embroiderers,7,3.26741,214.2369,86.13549,441.4107,3.307169,211.6614,85.09998,436.1041
25486,143,Peptic ulcer,163,Assemblers/Lineworkers (vehicles & other metal goods),6,2.800863,214.2197,78.61505,466.267,2.797585,214.4707,78.70718,466.8134
13546,77,Dementia,170,Rail Construction & Maintenance Workers,10,4.671406,214.0683,102.6543,393.6801,4.979994,200.8035,96.29329,369.2856
24502,138,Pulmonary fibrosis,68,Leather & shoe workers,7,3.273844,213.8159,85.96622,440.5433,3.388065,206.6076,83.06806,425.6914
2972,17,Cancer of the liver,77,Brewery & vinery process operatives,9,4.235337,212.4978,97.16817,403.387,4.686938,192.023,87.80573,364.5194
4151,23,Cancer of the larynx,187,Crane Drivers,20,9.437316,211.9247,129.4489,327.3007,9.257966,216.0302,131.9566,333.6413
27159,153,Diverticular disease,10,Teachers in Higher Education,11,5.192027,211.8633,105.7622,379.0812,5.572695,197.3911,98.53761,353.1864
28681,161,Renal failure,84,Ceramics casters,15,7.091014,211.5353,118.3949,348.8951,7.326802,204.7278,114.5848,337.6671
36959,207,Fall unspecified,36,Seafarers,8,3.785509,211.3322,91.23741,416.409,3.833262,208.6995,90.1008,411.2215
9552,54,Myeloma,153,Coach & Vehicle Body Builders,8,3.786331,211.2863,91.21758,416.3186,4.242558,188.5655,81.40842,371.5494
4946,28,Cancer of bone,60,Other Service Personnel,14,6.626259,211.2806,115.5086,354.4926,6.26372,223.5094,122.1942,375.0104
36982,207,Fall unspecified,59,Cooks and Kitchen Porters,6,2.844513,210.9324,77.40868,459.1119,2.939817,204.0943,74.89921,444.2283
10156,58,Acute myeloid leukaemia,21,Other Health Professions,11,5.215807,210.8974,105.28,377.3529,4.065715,270.5551,135.0611,484.0969
2816,16,Cancer of the rectum,107,Pattern Makers (moulds),14,6.656729,210.3135,114.9799,352.87,6.621117,211.4447,115.5983,354.7679
27241,153,Diverticular disease,97,Printers,16,7.608104,210.3021,120.206,341.5174,7.384047,216.6833,123.8535,351.8802
15155,86,Multiple sclerosis,143,Electrical Engineers (not professional),7,3.3431,209.3865,84.18534,431.417,3.62595,193.0529,77.61829,397.7634
5274,30,Melanoma of skin,26,Biological scientists,6,2.870127,209.05,76.71785,455.0146,1.367105,438.8835,161.0629,955.2666
4382,25,Cancer of the pleura,39,Managers in Construction,9,4.31394,208.626,95.39771,396.037,6.556885,137.2603,62.76456,260.5628
13738,78,Other alcohol-related diseases,181,Road transport inspectors,6,2.886474,207.8661,76.28338,452.4378,3.33653,179.8275,65.99371,391.4096
13422,77,Dementia,29,Electrical and Electronic Engineers (professional),11,5.295524,207.7226,103.6951,371.6724,3.905197,281.676,140.6126,503.9951
17964,102,Atrial fibrillation,46,Caterers,11,5.29997,207.5483,103.6081,371.3606,5.361952,205.1492,102.4105,367.0678
24689,139,Fibrosing alveolitis,74,Other Textile Processing Operatives,6,2.899474,206.9341,75.94137,450.4093,3.165499,189.5436,69.55934,412.5574
19081,108,Peripheral valve disease,77,Brewery & vinery process operatives,12,5.800552,206.8769,106.8967,361.3725,5.674766,211.4625,109.2662,369.3826
16826,95,Cor pulmonale,192,Refuse & Salvage Collectors,6,2.906268,206.4503,75.76382,449.3563,2.116334,283.5092,104.0431,617.0813
25013,141,Gastric ulcer,36,Seafarers,16,7.751714,206.406,117.9791,335.1904,7.752202,206.393,117.9716,335.1693
5419,30,Melanoma of skin,188,Fork Lift & Mechanical Truck Drivers,14,6.78493,206.3396,112.8074,346.2025,7.805127,179.3693,98.06246,300.9509
13592,78,Other alcohol-related diseases,18,Pharmacists/Pharmacologists,6,2.912566,206.0039,75.60001,448.3847,2.169995,276.4983,101.4703,601.8215
29200,164,Renal stones,60,Other Service Personnel,6,2.919024,205.5481,75.43274,447.3926,2.541888,236.045,86.62457,513.7715
17422,99,Mitral valve disease,47,Farmers,30,14.67122,204.4819,137.9633,291.9109,15.85342,189.2336,127.6753,270.1429
32232,181,Motor vehicle traffic accidents,15,Doctors,10,4.900472,204.062,97.85587,375.2781,3.780776,264.496,126.8364,486.4187
1673,10,Cancer of the salivary glands,45,Publicans and Bar staff,6,2.9417,203.9637,74.85129,443.944,2.648823,226.5157,83.12748,493.0302
24929,140,Oesophageal disease,143,Electrical Engineers (not professional),6,2.945965,203.6684,74.74291,443.3013,3.076606,195.0201,71.56911,424.4774
8547,48,Cancer of the thyroid,41,General and office managers,9,4.420243,203.6087,93.10348,386.5127,3.580928,251.3315,114.9255,477.1054
19872,112,Arteritis,160,Painters & Decorators,7,3.443253,203.2961,81.73666,418.8684,3.567376,196.2227,78.89272,404.2944
13467,77,Dementia,74,Other Textile Processing Operatives,9,4.427305,203.284,92.95497,385.8962,4.704075,191.3235,87.48586,363.1915
32228,181,Motor vehicle traffic accidents,11,School Teachers,28,13.779,203.2078,135.0301,293.6919,13.00008,215.3833,143.1207,311.2889
3001,17,Cancer of the liver,112,Furnace Operatives (metal),9,4.429225,203.1958,92.91468,385.7289,4.931864,182.4868,83.44513,346.4167
24980,141,Gastric ulcer,3,Personnel Managers etc,7,3.452952,202.7251,81.50706,417.6919,4.547281,153.9382,61.89193,317.172
1557,9,Cancer of the oral cavity,116,"Moulders, Core Makers, Die Casters",6,2.962445,202.5354,74.32711,440.8351,2.960014,202.7017,74.38815,441.1972
10264,58,Acute myeloid leukaemia,139,Telephone Fitters,14,6.919149,202.337,110.6191,339.4868,7.294528,191.9247,104.9266,322.0167
11599,67,Diabetes,16,Dentists,9,4.44872,202.3054,92.5075,384.0385,4.697511,191.5908,87.6081,363.699
28115,158,Cholelithiasis and cholecystitis,61,Hospital Porters and Ward Orderlies,8,3.958268,202.1086,87.25534,398.2348,4.201526,190.407,82.20346,375.1779
9227,52,Non-Hodgkin's lymphoma,196,Other Crafts,12,5.937951,202.0899,104.4232,353.0107,6.827256,175.7661,90.82126,307.0282
2602,15,Cancer of the colon,69,Preparatory Fibre Processors,9,4.455122,202.0146,92.37457,383.4867,5.002421,179.9129,82.26816,341.5306
3107,18,Cancer of the gall bladder,31,Draughtspersons,7,3.465404,201.9966,81.21419,416.191,3.333435,209.9936,84.42942,432.6678
4118,23,Cancer of the larynx,147,Steel Erectors,13,6.438048,201.9245,107.5171,345.2972,6.312923,205.9268,109.6481,352.1411
25874,145,Non-alcoholic gastritis and duodenitis,190,Storekeepers & warehousemen/women,6,2.971758,201.9007,74.09418,439.4536,3.082577,194.6423,71.43049,423.6552
20539,116,Acute bronchitis,88,Other coal miners,23,11.42562,201.3019,127.6079,302.0518,8.886976,258.8057,164.0603,388.3357
2638,15,Cancer of the colon,110,Dental Technicians,11,5.464828,201.2872,100.4826,360.1577,5.760318,190.9617,95.32806,341.6825
9254,53,Hodgkin's disease,24,Literary and Artistic Occupations,6,2.988699,200.7563,73.67421,436.9628,2.870745,209.005,76.70134,454.9167
8331,47,Meningeal tumour,6,Sales Managers etc.,6,2.993396,200.4413,73.5586,436.2771,2.452845,244.6139,89.76923,532.4225
29368,165,Hyperplasia of prostate,47,Farmers,26,12.97267,200.4214,130.9222,293.6636,14.24691,182.4957,119.2125,267.3983
13697,78,Other alcohol-related diseases,130,Precision Instrument Makers & Repairers,13,6.489101,200.3359,106.6712,342.5806,7.464178,174.1652,92.73627,297.8279
22401,126,Bronchiectasis,149,Welding Trades,15,7.497822,200.0581,111.9712,329.9651,7.529308,199.2215,111.5029,328.5853
14734,84,Parkinson's disease,74,Other Textile Processing Operatives,7,3.507097,199.5953,80.24871,411.2433,3.988652,175.4979,70.56017,361.5933
27628,155,Hepatitis,124,Machine Tool Operatives (including CNC machine tool operati,7,3.508584,199.5107,80.21469,411.0689,4.238579,165.1497,66.39961,340.2721
23266,131,Asbestosis,104,Carpenters & Joiners,10,5.013004,199.4812,95.65922,366.8539,4.237428,235.9922,113.1677,433.9991
8313,46,Cancer of the brain,186,Mechanical Plant Drivers & Operatives (earth moving & civil,20,10.03579,199.2867,121.7293,307.7824,11.2932,177.0977,108.1757,273.5133
14805,84,Parkinson's disease,161,Assemblers/Lineworkers (electrical/electronic goods),8,4.018151,199.0966,85.95496,392.2998,4.565504,175.2271,75.64991,345.2674
5554,31,Other cancer of skin,133,"Motor Mechanics, Auto Engineers (including road patrol engi",9,4.526963,198.8088,90.90863,377.4009,4.780303,188.2726,86.09077,357.3999
9364,53,Hodgkin's disease,144,"Plumbers, Heating & Ventilating Engineers & Related Trades",8,4.025808,198.7178,85.79147,391.5536,4.033772,198.3255,85.62209,390.7806
14984,85,Motor neuron disease,158,Coach Painters,7,3.523109,198.6882,79.884,409.3742,4.893336,143.0517,57.51496,294.7417
28837,162,Urinary infections,59,Cooks and Kitchen Porters,11,5.546853,198.3106,98.99667,354.8318,5.704036,192.8459,96.26867,345.0539
2396,14,Cancer of the small intestine,44,Retailers and Dealers,7,3.530572,198.2681,79.71512,408.5088,3.840381,182.2736,73.28439,375.5539
25019,141,Gastric ulcer,42,Butchers,14,7.062707,198.2243,108.3706,332.5864,7.350551,190.4619,104.1269,319.5624
23295,131,Asbestosis,137,"Electricians, Electrical Maintenance Fitters",8,4.046938,197.6803,85.34353,389.5093,3.420679,233.8717,100.9683,460.8208
786,5,Septicaemia,63,Railway Station Staff,10,5.065133,197.4282,94.67471,363.0783,5.063991,197.4727,94.69607,363.1602
15763,90,Chronic rheumatic heart disease,17,Nurses,7,3.547282,197.3342,79.33962,406.5845,3.153644,221.9655,89.2428,457.3344
24461,138,Pulmonary fibrosis,27,Chemical Engineers and Scientists,6,3.042342,197.2165,72.37518,429.2582,2.693738,222.7388,81.74142,484.8096
28901,162,Urinary infections,130,Precision Instrument Makers & Repairers,7,3.550899,197.1332,79.25881,406.1704,3.800877,184.168,74.04607,379.4572
17868,101,Other cardiomyopathies,141,"Radio, TV & Video Engineers",6,3.045453,197.015,72.30123,428.8196,3.199344,187.5385,68.82349,408.1931
28117,158,Cholelithiasis and cholecystitis,63,Railway Station Staff,7,3.553948,196.964,79.1908,405.8219,3.748845,186.7242,75.07378,384.7238
2941,17,Cancer of the liver,46,Caterers,37,18.79504,196.8605,138.6079,271.3461,17.54167,210.9263,148.5115,290.7339
22114,125,Asthma,33,Architects and Surveyors,16,8.135546,196.6678,112.4129,319.3762,7.457345,214.5536,122.6361,348.4216
20873,118,Pneumoccal and unspecified lobar pneumonia,59,Cooks and Kitchen Porters,17,8.644333,196.6606,114.5618,314.8722,8.072502,210.5915,122.677,337.1768
5935,33,Cancer of the male breast,160,Painters & Decorators,7,3.560145,196.6212,79.05296,405.1155,3.738529,187.2394,75.28095,385.7854
784,5,Septicaemia,61,Hospital Porters and Ward Orderlies,11,5.595386,196.5906,98.13801,351.7541,5.71548,192.4598,96.07592,344.363
1460,9,Cancer of the oral cavity,13,Welfare Workers,7,3.561134,196.5666,79.03101,405.0031,3.452936,202.726,81.50745,417.6938
2984,17,Cancer of the liver,93,Plastic goods makers,11,5.596656,196.5459,98.11573,351.6743,6.154155,178.741,89.22752,319.8164
17524,99,Mitral valve disease,165,"Bricklayers, Masons",8,4.07496,196.3209,84.75666,386.8308,4.188439,191.0019,82.46031,376.3502
25322,142,Duodenal ulcer,181,Road transport inspectors,7,3.572767,195.9266,78.77369,403.6844,3.777247,185.3201,74.50928,381.831
24571,138,Pulmonary fibrosis,147,Steel Erectors,7,3.572967,195.9156,78.76926,403.6617,3.692732,189.5615,76.21457,390.5699
9117,52,Non-Hodgkin's lymphoma,68,Leather & shoe workers,29,14.80386,195.8949,131.1942,281.3375,16.07439,180.4112,120.8245,259.1004
27866,156,Cirrhosis (not specified as biliary),191,Dockers and Goods Porters,24,12.25701,195.8063,125.4572,291.3442,15.66628,153.1952,98.15537,227.9424
17926,102,Atrial fibrillation,8,Government administrators,8,4.095705,195.3266,84.32735,384.8714,4.144682,193.0184,83.33089,380.3235
35954,201,Fall from ladder or scaffolding,124,Machine Tool Operatives (including CNC machine tool operati,9,4.611498,195.1644,89.24216,370.4827,4.749515,189.493,86.64884,359.7167
26110,147,Inguinal hernia,47,Farmers,19,9.751406,194.8437,117.3082,304.273,9.350789,203.1914,122.3341,317.3091
22117,125,Asthma,36,Seafarers,16,8.246252,194.0275,110.9037,315.0886,8.065152,198.3844,113.394,322.1638
19243,109,Arterial embolism and thrombosis,58,Security Workers,10,5.155955,193.9505,93.00702,356.6827,4.576112,218.5261,104.792,401.8783
3246,18,Cancer of the gall bladder,187,Crane Drivers,6,3.094362,193.901,71.15844,422.0417,3.258731,184.1207,67.56924,400.7541
7728,43,Urothelial cancer,136,Production Fitters (electrical/electronic),15,7.74213,193.7451,108.4379,319.5529,7.633958,196.4905,109.9744,324.0809
3086,18,Cancer of the gall bladder,10,Teachers in Higher Education,9,4.668574,192.7783,88.15111,365.9533,3.618934,248.692,113.7186,472.0948
17869,101,Other cardiomyopathies,142,Other Electrical/Electronic Trades nes,26,13.49216,192.7045,125.8813,282.3566,13.82102,188.1192,122.886,275.6381
36977,207,Fall unspecified,54,"Postal Workers, Mail Sorters",15,7.787266,192.6222,107.8093,317.7007,7.769976,193.0508,108.0492,318.4077
5371,30,Melanoma of skin,130,Precision Instrument Makers & Repairers,8,4.153393,192.6136,83.15611,379.5259,4.74595,168.5648,72.77362,332.14
36389,204,Other fall,9,Other Administrators,7,3.637438,192.4431,77.37315,396.5071,3.445268,203.1772,81.68887,418.6235
25313,142,Duodenal ulcer,172,Sewage plant attendants,8,4.167177,191.9765,82.88105,378.2705,3.588887,222.9103,96.23596,439.2225
27022,152,Volvulus,54,"Postal Workers, Mail Sorters",7,3.647286,191.9235,77.16422,395.4365,3.931009,178.0713,71.59485,366.8956
36947,207,Fall unspecified,24,Literary and Artistic Occupations,10,5.219747,191.5802,91.87035,352.3236,5.23637,190.972,91.5787,351.2051
22194,125,Asthma,120,Other Metal Manufacturers,14,7.3162,191.3562,104.6158,321.0628,6.70458,208.8125,114.1593,350.3516
18065,102,Atrial fibrillation,163,Assemblers/Lineworkers (vehicles & other metal goods),11,5.750283,191.2949,95.49442,342.2788,5.811331,189.2854,94.49126,338.6832
219,2,Tuberculosis,39,Managers in Construction,7,3.661642,191.1711,76.86169,393.8861,3.680968,190.1673,76.45814,391.8181
19017,108,Peripheral valve disease,13,Welfare Workers,17,8.892765,191.1666,111.3613,306.0758,10.86265,156.4995,91.16649,250.5704
37075,207,Fall unspecified,169,"Builders, Building Contractors",14,7.326446,191.0886,104.4695,320.6139,8.494829,164.8062,90.1007,276.5165
20985,118,Pneumoccal and unspecified lobar pneumonia,188,Fork Lift & Mechanical Truck Drivers,16,8.374082,191.0657,109.2108,310.2788,8.345404,191.7223,109.5861,311.345
5431,31,Other cancer of skin,2,Accountants and Financial Managers,8,4.188058,191.0193,82.46782,376.3845,4.170312,191.8322,82.81874,377.9861
31359,176,Myositis,47,Farmers,6,3.14288,190.9077,70.05995,415.5266,2.326963,257.8468,94.62549,561.2251
22378,126,Bronchiectasis,123,Machine Tool Setter Operators,12,6.290289,190.7702,98.57417,333.2375,6.339591,189.2867,97.80756,330.6459
845,5,Septicaemia,129,"Tool Makers, Tool Fitters & Markers-Out",14,7.338709,190.7693,104.2949,320.0781,8.377533,167.1136,91.36222,280.388
25165,142,Duodenal ulcer,7,Government Inspectors,6,3.151568,190.3814,69.86681,414.381,3.52404,170.2591,62.48226,370.5832
2354,14,Cancer of the small intestine,2,Accountants and Financial Managers,8,4.207211,190.1497,82.09239,374.671,2.893179,276.5124,119.3773,544.84
18677,106,Aortic aneurysm,35,Air Traffic Controllers,8,4.209886,190.0289,82.04022,374.4329,3.706931,215.8119,93.1714,425.2358
18697,106,Aortic aneurysm,55,Petrol Pump Forecourt Attendants,17,8.958927,189.7549,110.5389,303.8154,7.579567,224.2872,130.6552,359.1049
11663,67,Diabetes,80,Bookbinders,6,3.164606,189.5971,69.57896,412.6738,3.329635,180.1999,66.13036,392.2201
1985,11,Cancer of the pharynx (specified),194,"Electrical, Energy, Boiler & Related Plant Operatives & Att",8,4.226689,189.2734,81.71407,372.9444,4.643676,172.2773,74.37642,339.4552
40217,225,Other accidents,36,Seafarers,9,4.755261,189.2641,86.54415,359.2821,4.797172,187.6105,85.78805,356.1432
18728,106,Aortic aneurysm,87,Synthetic Fibre Makers,7,3.704389,188.965,75.97474,389.3409,4.049029,172.881,69.50802,356.2014
22308,126,Bronchiectasis,46,Caterers,8,4.233753,188.9577,81.57775,372.3222,4.4224,180.8972,78.09786,356.4399
7816,44,Cancer of the kidney (except pelvis),34,Aircraft Flight Deck Officers,8,4.241046,188.6327,81.43745,371.6819,3.469895,230.5545,99.53614,454.2846
11743,67,Diabetes,177,Railway guards,30,15.92056,188.4356,127.1369,269.0038,16.75853,179.0134,120.7797,255.5529
7003,39,Cancer of the prostate,135,Office Machinery Mechanics,6,3.188562,188.1726,69.05621,409.5733,3.314318,181.0327,66.43599,394.0328
15574,89,Myasthenia,9,Other Administrators,6,3.189078,188.1422,69.04504,409.5071,2.103768,285.2025,104.6646,620.7672
27264,153,Diverticular disease,122,"Centre, Capstan, Turret & Other Lathe Setters & Setter-Oper",7,3.721891,188.0764,75.61748,387.51,3.595136,194.7075,78.28355,401.1726
5474,31,Other cancer of skin,45,Publicans and Bar staff,8,4.25689,187.9306,81.13435,370.2985,4.10759,194.7614,84.08337,383.7579
14941,85,Motor neuron disease,105,Cabinet Makers,6,3.194902,187.7992,68.91917,408.7606,3.51124,170.8798,62.71004,371.9341
19049,108,Peripheral valve disease,45,Publicans and Bar staff,59,31.43777,187.6723,142.8648,251.6263,36.98691,159.5159,121.4308,213.8748
