Race,Sex,Age Group,Occupation,Cause of Death (ICD),PMR,Deaths,Significance level,Lower 95% CI,Upper 95% CI
,,,"[0]171, [8]074, [9]074",[0]C45,,,,,
W,M,65-90,ATMOSPHERIC & SPACE SCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]171, [8]074, [9]074",[0]C45,,,,,
B,F,65-90,ENVIRONMENTAL & GEOSCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]164, 174, 176, [8]075, 076, [9]075, 076",[0]C45,,,,,
B,M,65-90,ENVIRONMENTAL & GEOSCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]164, 174, 176, [8]075, 076, [9]075, 076",[0]C45,,,,,
W,F,65-90,ENVIRONMENTAL & GEOSCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]164, 174, 176, [8]075, 076, [9]075, 076",[0]C45,,,,,
W,M,65-90,ENVIRONMENTAL & GEOSCIENTISTS,MN MESOTHELIOMA (no codes before 1999),84,<5,,2,470
,,,"[0]164, 174, 176, [8]075, 076, [9]075, 076",[0]C45,,,,,
B,F,65-90,AGRICULTURAL & FOOD SCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]160, [8]077, [9]077",[0]C45,,,,,
B,M,65-90,AGRICULTURAL & FOOD SCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]160, [8]077, [9]077",[0]C45,,,,,
W,F,65-90,AGRICULTURAL & FOOD SCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]160, [8]077, [9]077",[0]C45,,,,,
W,M,65-90,AGRICULTURAL & FOOD SCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]160, [8]077, [9]077",[0]C45,,,,,
B,F,65-90,"BIOLOGICAL, LIFE, AND MEDICAL SCIENTISTS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]161, 165, [8]078, 083, [9]078, 083",[0]C45,,,,,
B,M,65-90,"BIOLOGICAL, LIFE, AND MEDICAL SCIENTISTS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]161, 165, [8]078, 083, [9]078, 083",[0]C45,,,,,
W,F,65-90,"BIOLOGICAL, LIFE, AND MEDICAL SCIENTISTS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]161, 165, [8]078, 083, [9]078, 083",[0]C45,,,,,
W,M,65-90,"BIOLOGICAL, LIFE, AND MEDICAL SCIENTISTS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]161, 165, [8]078, 083, [9]078, 083",[0]C45,,,,,
B,F,65-90,FORESTERS & CONSERVATION SCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]164, [8]079, [9]079",[0]C45,,,,,
B,M,65-90,FORESTERS & CONSERVATION SCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]164, [8]079, [9]079",[0]C45,,,,,
W,F,65-90,FORESTERS & CONSERVATION SCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]164, [8]079, [9]079",[0]C45,,,,,
W,M,65-90,FORESTERS & CONSERVATION SCIENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]164, [8]079, [9]079",[0]C45,,,,,
B,F,65-90,ALL HEALTH CARE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]300-365, 035, [8]084-106, 203-214, [9]084-106, 203-214",[0]C45,,,,,
B,M,65-90,ALL HEALTH CARE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]300-365, 035, [8]084-106, 203-214, [9]084-106, 203-214",[0]C45,,,,,
W,F,65-90,ALL HEALTH CARE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),50,6,,18,108
,,,"[0]300-365, 035, [8]084-106, 203-214, [9]084-106, 203-214",[0]C45,,,,,
W,M,65-90,ALL HEALTH CARE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),99,16,,57,162
,,,"[0]300-365, 035, [8]084-106, 203-214, [9]084-106, 203-214",[0]C45,,,,,
B,F,65-90,HEALTH DIAGNOSIS AND TREATMENT OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]306-311, [8]084-106, [9]084-106",[0]C45,,,,,
B,M,65-90,HEALTH DIAGNOSIS AND TREATMENT OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]306-311, [8]084-106, [9]084-106",[0]C45,,,,,
W,F,65-90,HEALTH DIAGNOSIS AND TREATMENT OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),65,<5,,18,166
,,,"[0]306-311, [8]084-106, [9]084-106",[0]C45,,,,,
W,M,65-90,HEALTH DIAGNOSIS AND TREATMENT OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),117,12,,61,205
,,,"[0]306-311, [8]084-106, [9]084-106",[0]C45,,,,,
B,F,65-90,HEALTH DIAGNOSING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]306-341, [8]084-089, [9]084-089",[0]C45,,,,,
B,M,65-90,HEALTH DIAGNOSING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]306-341, [8]084-089, [9]084-089",[0]C45,,,,,
W,F,65-90,HEALTH DIAGNOSING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),45,<5,,1,252
,,,"[0]306-341, [8]084-089, [9]084-089",[0]C45,,,,,
W,M,65-90,HEALTH DIAGNOSING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),82,7,,33,169
,,,"[0]306-341, [8]084-089, [9]084-089",[0]C45,,,,,
B,F,65-90,PHYSICIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]306, [8]084, [9]084",[0]C45,,,,,
B,M,65-90,PHYSICIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]306, [8]084, [9]084",[0]C45,,,,,
W,F,65-90,PHYSICIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]306, [8]084, [9]084",[0]C45,,,,,
W,M,65-90,PHYSICIANS,MN MESOTHELIOMA (no codes before 1999),38,<5,,5,138
,,,"[0]306, [8]084, [9]084",[0]C45,,,,,
B,F,65-90,DENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]301, [8]085, [9]085",[0]C45,,,,,
B,M,65-90,DENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]301, [8]085, [9]085",[0]C45,,,,,
W,F,65-90,DENTISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]301, [8]085, [9]085",[0]C45,,,,,
W,M,65-90,DENTISTS,MN MESOTHELIOMA (no codes before 1999),161,<5,,33,470
,,,"[0]301, [8]085, [9]085",[0]C45,,,,,
B,F,65-90,VETERINARIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]325, [8]086, [9]086",[0]C45,,,,,
B,M,65-90,VETERINARIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]325, [8]086, [9]086",[0]C45,,,,,
W,F,65-90,VETERINARIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]325, [8]086, [9]086",[0]C45,,,,,
W,M,65-90,VETERINARIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]325, [8]086, [9]086",[0]C45,,,,,
B,F,65-90,OPTOMETRISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]304, [8]087, [9]087",[0]C45,,,,,
B,M,65-90,OPTOMETRISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]304, [8]087, [9]087",[0]C45,,,,,
W,F,65-90,OPTOMETRISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]304, [8]087, [9]087",[0]C45,,,,,
W,M,65-90,OPTOMETRISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]304, [8]087, [9]087",[0]C45,,,,,
B,F,65-90,PODIATRISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]312, [8]088, [9]088",[0]C45,,,,,
B,M,65-90,PODIATRISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]312, [8]088, [9]088",[0]C45,,,,,
W,F,65-90,PODIATRISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]312, [8]088, [9]088",[0]C45,,,,,
W,M,65-90,PODIATRISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]312, [8]088, [9]088",[0]C45,,,,,
B,F,65-90,"HEALTH DIAGNOSING PRACTITIONERS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]300, 326, 341, [8]089, [9]089",[0]C45,,,,,
B,M,65-90,"HEALTH DIAGNOSING PRACTITIONERS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]300, 326, 341, [8]089, [9]089",[0]C45,,,,,
W,F,65-90,"HEALTH DIAGNOSING PRACTITIONERS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]300, 326, 341, [8]089, [9]089",[0]C45,,,,,
W,M,65-90,"HEALTH DIAGNOSING PRACTITIONERS, NEC",MN MESOTHELIOMA (no codes before 1999),364,<5,,44,1316
,,,"[0]300, 326, 341, [8]089, [9]089",[0]C45,,,,,
B,F,65-90,HEALTH ASSESSMENT & TREATING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]303-305, 311-316, 320-324, 361, [8]095-106, [9]095-106",[0]C45,,,,,
B,M,65-90,HEALTH ASSESSMENT & TREATING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]303-305, 311-316, 320-324, 361, [8]095-106, [9]095-106",[0]C45,,,,,
W,F,65-90,HEALTH ASSESSMENT & TREATING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),63,5,,20,147
,,,"[0]303-305, 311-316, 320-324, 361, [8]095-106, [9]095-106",[0]C45,,,,,
W,M,65-90,HEALTH ASSESSMENT & TREATING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),170,5,,55,397
,,,"[0]303-305, 311-316, 320-324, 361, [8]095-106, [9]095-106",[0]C45,,,,,
B,F,65-90,NURSES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]313, 350, [8]095, 207, [9]095, 207",[0]C45,,,,,
B,M,65-90,NURSES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]313, 350, [8]095, 207, [9]095, 207",[0]C45,,,,,
W,F,65-90,NURSES,MN MESOTHELIOMA (no codes before 1999),48,<5,,13,122
,,,"[0]313, 350, [8]095, 207, [9]095, 207",[0]C45,,,,,
W,M,65-90,NURSES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]313, 350, [8]095, 207, [9]095, 207",[0]C45,,,,,
B,F,65-90,REGISTERED NURSES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]313, [8]095, [9]095",[0]C45,,,,,
B,M,65-90,REGISTERED NURSES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]313, [8]095, [9]095",[0]C45,,,,,
W,F,65-90,REGISTERED NURSES,MN MESOTHELIOMA (no codes before 1999),43,<5,,9,126
,,,"[0]313, [8]095, [9]095",[0]C45,,,,,
W,M,65-90,REGISTERED NURSES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]313, [8]095, [9]095",[0]C45,,,,,
B,F,65-90,PHARMACISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]305, [8]096, [9]096",[0]C45,,,,,
B,M,65-90,PHARMACISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]305, [8]096, [9]096",[0]C45,,,,,
W,F,65-90,PHARMACISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]305, [8]096, [9]096",[0]C45,,,,,
W,M,65-90,PHARMACISTS,MN MESOTHELIOMA (no codes before 1999),205,<5,,56,526
,,,"[0]305, [8]096, [9]096",[0]C45,,,,,
B,F,65-90,DIETITIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]303, [8]097, [9]097",[0]C45,,,,,
B,M,65-90,DIETITIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]303, [8]097, [9]097",[0]C45,,,,,
W,F,65-90,DIETITIANS,MN MESOTHELIOMA (no codes before 1999),345,<5,,42,1246
,,,"[0]303, [8]097, [9]097",[0]C45,,,,,
W,M,65-90,DIETITIANS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]303, [8]097, [9]097",[0]C45,,,,,
B,F,65-90,THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]314-316, 320-324, [8]098-105, [9]098-105",[0]C45,,,,,
B,M,65-90,THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]314-316, 320-324, [8]098-105, [9]098-105",[0]C45,,,,,
W,F,65-90,THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]314-316, 320-324, [8]098-105, [9]098-105",[0]C45,,,,,
W,M,65-90,THERAPISTS,MN MESOTHELIOMA (no codes before 1999),288,<5,,7,1606
,,,"[0]314-316, 320-324, [8]098-105, [9]098-105",[0]C45,,,,,
B,F,65-90,RESPIRATORY THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]322, [8]098, [9]098",[0]C45,,,,,
B,M,65-90,RESPIRATORY THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]322, [8]098, [9]098",[0]C45,,,,,
W,F,65-90,RESPIRATORY THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]322, [8]098, [9]098",[0]C45,,,,,
W,M,65-90,RESPIRATORY THERAPISTS,MN MESOTHELIOMA (no codes before 1999),1853,<5,,46,10327
,,,"[0]322, [8]098, [9]098",[0]C45,,,,,
B,F,65-90,OCCUPATIONAL THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]315, 361, [8]099, [9]099",[0]C45,,,,,
B,M,65-90,OCCUPATIONAL THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]315, 361, [8]099, [9]099",[0]C45,,,,,
W,F,65-90,OCCUPATIONAL THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]315, 361, [8]099, [9]099",[0]C45,,,,,
W,M,65-90,OCCUPATIONAL THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]315, 361, [8]099, [9]099",[0]C45,,,,,
B,F,65-90,PHYSICAL THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]316, [8]103, [9]103",[0]C45,,,,,
B,M,65-90,PHYSICAL THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]316, [8]103, [9]103",[0]C45,,,,,
W,F,65-90,PHYSICAL THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]316, [8]103, [9]103",[0]C45,,,,,
W,M,65-90,PHYSICAL THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]316, [8]103, [9]103",[0]C45,,,,,
B,F,65-90,SPEECH THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]323, 314, [8]104, [9]104",[0]C45,,,,,
B,M,65-90,SPEECH THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]323, 314, [8]104, [9]104",[0]C45,,,,,
W,F,65-90,SPEECH THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]323, 314, [8]104, [9]104",[0]C45,,,,,
W,M,65-90,SPEECH THERAPISTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]323, 314, [8]104, [9]104",[0]C45,,,,,
B,F,65-90,PHYSICIANS' ASSISTANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]311, [8]106, [9]106",[0]C45,,,,,
B,M,65-90,PHYSICIANS' ASSISTANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]311, [8]106, [9]106",[0]C45,,,,,
W,F,65-90,PHYSICIANS' ASSISTANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]311, [8]106, [9]106",[0]C45,,,,,
W,M,65-90,PHYSICIANS' ASSISTANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]311, [8]106, [9]106",[0]C45,,,,,
B,F,65-90,"TEACHERS, COUNSELORS, AND TEACHERS' AIDES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]200, 220-234, 254-255, 462-464, [8]113-159, 163, 387, [9]113-159, 163, 387",[0]C45,,,,,
B,M,65-90,"TEACHERS, COUNSELORS, AND TEACHERS' AIDES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]200, 220-234, 254-255, 462-464, [8]113-159, 163, 387, [9]113-159, 163, 387",[0]C45,,,,,
W,F,65-90,"TEACHERS, COUNSELORS, AND TEACHERS' AIDES",MN MESOTHELIOMA (no codes before 1999),158,17,,92,253
,,,"[0]200, 220-234, 254-255, 462-464, [8]113-159, 163, 387, [9]113-159, 163, 387",[0]C45,,,,,
W,M,65-90,"TEACHERS, COUNSELORS, AND TEACHERS' AIDES",MN MESOTHELIOMA (no codes before 1999),75,16,,43,122
,,,"[0]200, 220-234, 254-255, 462-464, [8]113-159, 163, 387, [9]113-159, 163, 387",[0]C45,,,,,
B,F,65-90,TEACHERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]220-234, 254-255, [8]113-159, [9]113-159",[0]C45,,,,,
B,M,65-90,TEACHERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]220-234, 254-255, [8]113-159, [9]113-159",[0]C45,,,,,
W,F,65-90,TEACHERS,MN MESOTHELIOMA (no codes before 1999),149,15,,83,245
,,,"[0]220-234, 254-255, [8]113-159, [9]113-159",[0]C45,,,,,
W,M,65-90,TEACHERS,MN MESOTHELIOMA (no codes before 1999),77,16,,44,126
,,,"[0]220-234, 254-255, [8]113-159, [9]113-159",[0]C45,,,,,
B,F,65-90,"TEACHERS, POSTSECONDARY",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]220, [8]113-154, [9]113-154",[0]C45,,,,,
B,M,65-90,"TEACHERS, POSTSECONDARY",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]220, [8]113-154, [9]113-154",[0]C45,,,,,
W,F,65-90,"TEACHERS, POSTSECONDARY",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]220, [8]113-154, [9]113-154",[0]C45,,,,,
W,M,65-90,"TEACHERS, POSTSECONDARY",MN MESOTHELIOMA (no codes before 1999),56,<5,,12,165
,,,"[0]220, [8]113-154, [9]113-154",[0]C45,,,,,
B,F,65-90,"TEACHERS, EXC POSTSECONDARY",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]230-234, 255, [8]155-159, 387, [9]155-159, 387",[0]C45,,,,,
B,M,65-90,"TEACHERS, EXC POSTSECONDARY",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]230-234, 255, [8]155-159, 387, [9]155-159, 387",[0]C45,,,,,
W,F,65-90,"TEACHERS, EXC POSTSECONDARY",MN MESOTHELIOMA (no codes before 1999),153,15,,86,252
,,,"[0]230-234, 255, [8]155-159, 387, [9]155-159, 387",[0]C45,,,,,
W,M,65-90,"TEACHERS, EXC POSTSECONDARY",MN MESOTHELIOMA (no codes before 1999),85,13,,45,145
,,,"[0]230-234, 255, [8]155-159, 387, [9]155-159, 387",[0]C45,,,,,
B,F,65-90,"COUNSELORS, RESIDENTIAL ADVISORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]200, 464, [8]163, [9]163",[0]C45,,,,,
B,M,65-90,"COUNSELORS, RESIDENTIAL ADVISORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]200, 464, [8]163, [9]163",[0]C45,,,,,
W,F,65-90,"COUNSELORS, RESIDENTIAL ADVISORS",MN MESOTHELIOMA (no codes before 1999),906,<5,p<0.05,110,3274
,,,"[0]200, 464, [8]163, [9]163",[0]C45,,,,,
W,M,65-90,"COUNSELORS, RESIDENTIAL ADVISORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]200, 464, [8]163, [9]163",[0]C45,,,,,
B,F,65-90,"LIBRARIANS, ARCHIVISTS, & CURATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]240, 243, [8]164, 165, [9]164, 165",[0]C45,,,,,
B,M,65-90,"LIBRARIANS, ARCHIVISTS, & CURATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]240, 243, [8]164, 165, [9]164, 165",[0]C45,,,,,
W,F,65-90,"LIBRARIANS, ARCHIVISTS, & CURATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]240, 243, [8]164, 165, [9]164, 165",[0]C45,,,,,
W,M,65-90,"LIBRARIANS, ARCHIVISTS, & CURATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]240, 243, [8]164, 165, [9]164, 165",[0]C45,,,,,
B,F,65-90,SOCIAL SCIENTISTS & RELATED OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]180-186, [8]166-173, [9]166-173",[0]C45,,,,,
B,M,65-90,SOCIAL SCIENTISTS & RELATED OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]180-186, [8]166-173, [9]166-173",[0]C45,,,,,
W,F,65-90,SOCIAL SCIENTISTS & RELATED OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]180-186, [8]166-173, [9]166-173",[0]C45,,,,,
W,M,65-90,SOCIAL SCIENTISTS & RELATED OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),76,<5,,2,424
,,,"[0]180-186, [8]166-173, [9]166-173",[0]C45,,,,,
B,F,65-90,"SOCIAL, RECREATION, & RELIGIOUS WORKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]201-206, 462, [8]174-177, [9]174-177",[0]C45,,,,,
B,M,65-90,"SOCIAL, RECREATION, & RELIGIOUS WORKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]201-206, 462, [8]174-177, [9]174-177",[0]C45,,,,,
W,F,65-90,"SOCIAL, RECREATION, & RELIGIOUS WORKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]201-206, 462, [8]174-177, [9]174-177",[0]C45,,,,,
W,M,65-90,"SOCIAL, RECREATION, & RELIGIOUS WORKERS",MN MESOTHELIOMA (no codes before 1999),93,9,,43,176
,,,"[0]201-206, 462, [8]174-177, [9]174-177",[0]C45,,,,,
B,F,65-90,SOCIAL WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]201-202, [8]174, [9]174",[0]C45,,,,,
B,M,65-90,SOCIAL WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]201-202, [8]174, [9]174",[0]C45,,,,,
W,F,65-90,SOCIAL WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]201-202, [8]174, [9]174",[0]C45,,,,,
W,M,65-90,SOCIAL WORKERS,MN MESOTHELIOMA (no codes before 1999),75,<5,,2,416
,,,"[0]201-202, [8]174, [9]174",[0]C45,,,,,
B,F,65-90,RECREATION WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]462, [8]175, [9]175",[0]C45,,,,,
B,M,65-90,RECREATION WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]462, [8]175, [9]175",[0]C45,,,,,
W,F,65-90,RECREATION WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]462, [8]175, [9]175",[0]C45,,,,,
W,M,65-90,RECREATION WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]462, [8]175, [9]175",[0]C45,,,,,
B,F,65-90,CLERGY,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]204, [8]176, [9]176",[0]C45,,,,,
B,M,65-90,CLERGY,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]204, [8]176, [9]176",[0]C45,,,,,
W,F,65-90,CLERGY,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]204, [8]176, [9]176",[0]C45,,,,,
W,M,65-90,CLERGY,MN MESOTHELIOMA (no codes before 1999),101,8,,44,200
,,,"[0]204, [8]176, [9]176",[0]C45,,,,,
B,F,65-90,RELIGIOUS WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]205-206, [8]177, [9]177",[0]C45,,,,,
B,M,65-90,RELIGIOUS WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]205-206, [8]177, [9]177",[0]C45,,,,,
W,F,65-90,RELIGIOUS WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]205-206, [8]177, [9]177",[0]C45,,,,,
W,M,65-90,RELIGIOUS WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]205-206, [8]177, [9]177",[0]C45,,,,,
B,F,65-90,LAWYERS & JUDGES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]210-211, [8]178, 179, [9]178, 179",[0]C45,,,,,
B,M,65-90,LAWYERS & JUDGES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]210-211, [8]178, 179, [9]178, 179",[0]C45,,,,,
W,F,65-90,LAWYERS & JUDGES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]210-211, [8]178, 179, [9]178, 179",[0]C45,,,,,
W,M,65-90,LAWYERS & JUDGES,MN MESOTHELIOMA (no codes before 1999),72,<5,,20,184
,,,"[0]210-211, [8]178, 179, [9]178, 179",[0]C45,,,,,
B,F,65-90,"WRITERS, ARTISTS, ENTERTAINERS, & ATHLETES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]260-286, 291-292, 583, [8]183-199, [9]183-199",[0]C45,,,,,
B,M,65-90,"WRITERS, ARTISTS, ENTERTAINERS, & ATHLETES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]260-286, 291-292, 583, [8]183-199, [9]183-199",[0]C45,,,,,
W,F,65-90,"WRITERS, ARTISTS, ENTERTAINERS, & ATHLETES",MN MESOTHELIOMA (no codes before 1999),43,<5,,1,240
,,,"[0]260-286, 291-292, 583, [8]183-199, [9]183-199",[0]C45,,,,,
W,M,65-90,"WRITERS, ARTISTS, ENTERTAINERS, & ATHLETES",MN MESOTHELIOMA (no codes before 1999),95,11,,48,171
,,,"[0]260-286, 291-292, 583, [8]183-199, [9]183-199",[0]C45,,,,,
