Race,Sex,Age Group,Occupation,Cause of Death (ICD),PMR,Deaths,Significance level,Lower 95% CI,Upper 95% CI
,,,"[0]161, 165, [8]078, 083, [9]078, 083","[0]J61, [9]501",,,,,
B,M,65-90,"BIOLOGICAL, LIFE, AND MEDICAL SCIENTISTS",ASBESTOSIS,0,<5,,,
,,,"[0]161, 165, [8]078, 083, [9]078, 083","[0]J61, [9]501",,,,,
W,F,65-90,"BIOLOGICAL, LIFE, AND MEDICAL SCIENTISTS",ASBESTOSIS,0,<5,,,
,,,"[0]161, 165, [8]078, 083, [9]078, 083","[0]J61, [9]501",,,,,
W,M,65-90,"BIOLOGICAL, LIFE, AND MEDICAL SCIENTISTS",ASBESTOSIS,0,<5,,,
,,,"[0]161, 165, [8]078, 083, [9]078, 083","[0]J61, [9]501",,,,,
B,F,65-90,FORESTERS & CONSERVATION SCIENTISTS,ASBESTOSIS,0,<5,,,
,,,"[0]164, [8]079, [9]079","[0]J61, [9]501",,,,,
B,M,65-90,FORESTERS & CONSERVATION SCIENTISTS,ASBESTOSIS,0,<5,,,
,,,"[0]164, [8]079, [9]079","[0]J61, [9]501",,,,,
W,F,65-90,FORESTERS & CONSERVATION SCIENTISTS,ASBESTOSIS,0,<5,,,
,,,"[0]164, [8]079, [9]079","[0]J61, [9]501",,,,,
W,M,65-90,FORESTERS & CONSERVATION SCIENTISTS,ASBESTOSIS,0,<5,,,
,,,"[0]164, [8]079, [9]079","[0]J61, [9]501",,,,,
B,F,65-90,ALL HEALTH CARE OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]300-365, 035, [8]084-106, 203-214, [9]084-106, 203-214","[0]J61, [9]501",,,,,
B,M,65-90,ALL HEALTH CARE OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]300-365, 035, [8]084-106, 203-214, [9]084-106, 203-214","[0]J61, [9]501",,,,,
W,F,65-90,ALL HEALTH CARE OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]300-365, 035, [8]084-106, 203-214, [9]084-106, 203-214","[0]J61, [9]501",,,,,
W,M,65-90,ALL HEALTH CARE OCCUPATIONS,ASBESTOSIS,0,<5,p<0.05,,
,,,"[0]300-365, 035, [8]084-106, 203-214, [9]084-106, 203-214","[0]J61, [9]501",,,,,
B,F,65-90,HEALTH DIAGNOSIS AND TREATMENT OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]306-311, [8]084-106, [9]084-106","[0]J61, [9]501",,,,,
B,M,65-90,HEALTH DIAGNOSIS AND TREATMENT OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]306-311, [8]084-106, [9]084-106","[0]J61, [9]501",,,,,
W,F,65-90,HEALTH DIAGNOSIS AND TREATMENT OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]306-311, [8]084-106, [9]084-106","[0]J61, [9]501",,,,,
W,M,65-90,HEALTH DIAGNOSIS AND TREATMENT OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]306-311, [8]084-106, [9]084-106","[0]J61, [9]501",,,,,
B,F,65-90,HEALTH DIAGNOSING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]306-341, [8]084-089, [9]084-089","[0]J61, [9]501",,,,,
B,M,65-90,HEALTH DIAGNOSING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]306-341, [8]084-089, [9]084-089","[0]J61, [9]501",,,,,
W,F,65-90,HEALTH DIAGNOSING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]306-341, [8]084-089, [9]084-089","[0]J61, [9]501",,,,,
W,M,65-90,HEALTH DIAGNOSING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]306-341, [8]084-089, [9]084-089","[0]J61, [9]501",,,,,
B,F,65-90,PHYSICIANS,ASBESTOSIS,0,<5,,,
,,,"[0]306, [8]084, [9]084","[0]J61, [9]501",,,,,
B,M,65-90,PHYSICIANS,ASBESTOSIS,0,<5,,,
,,,"[0]306, [8]084, [9]084","[0]J61, [9]501",,,,,
W,F,65-90,PHYSICIANS,ASBESTOSIS,0,<5,,,
,,,"[0]306, [8]084, [9]084","[0]J61, [9]501",,,,,
W,M,65-90,PHYSICIANS,ASBESTOSIS,0,<5,,,
,,,"[0]306, [8]084, [9]084","[0]J61, [9]501",,,,,
B,F,65-90,DENTISTS,ASBESTOSIS,0,<5,,,
,,,"[0]301, [8]085, [9]085","[0]J61, [9]501",,,,,
B,M,65-90,DENTISTS,ASBESTOSIS,0,<5,,,
,,,"[0]301, [8]085, [9]085","[0]J61, [9]501",,,,,
W,F,65-90,DENTISTS,ASBESTOSIS,0,<5,,,
,,,"[0]301, [8]085, [9]085","[0]J61, [9]501",,,,,
W,M,65-90,DENTISTS,ASBESTOSIS,0,<5,,,
,,,"[0]301, [8]085, [9]085","[0]J61, [9]501",,,,,
B,F,65-90,VETERINARIANS,ASBESTOSIS,0,<5,,,
,,,"[0]325, [8]086, [9]086","[0]J61, [9]501",,,,,
B,M,65-90,VETERINARIANS,ASBESTOSIS,0,<5,,,
,,,"[0]325, [8]086, [9]086","[0]J61, [9]501",,,,,
W,F,65-90,VETERINARIANS,ASBESTOSIS,0,<5,,,
,,,"[0]325, [8]086, [9]086","[0]J61, [9]501",,,,,
W,M,65-90,VETERINARIANS,ASBESTOSIS,0,<5,,,
,,,"[0]325, [8]086, [9]086","[0]J61, [9]501",,,,,
B,F,65-90,OPTOMETRISTS,ASBESTOSIS,0,<5,,,
,,,"[0]304, [8]087, [9]087","[0]J61, [9]501",,,,,
B,M,65-90,OPTOMETRISTS,ASBESTOSIS,0,<5,,,
,,,"[0]304, [8]087, [9]087","[0]J61, [9]501",,,,,
W,F,65-90,OPTOMETRISTS,ASBESTOSIS,0,<5,,,
,,,"[0]304, [8]087, [9]087","[0]J61, [9]501",,,,,
W,M,65-90,OPTOMETRISTS,ASBESTOSIS,0,<5,,,
,,,"[0]304, [8]087, [9]087","[0]J61, [9]501",,,,,
B,F,65-90,PODIATRISTS,ASBESTOSIS,0,<5,,,
,,,"[0]312, [8]088, [9]088","[0]J61, [9]501",,,,,
B,M,65-90,PODIATRISTS,ASBESTOSIS,0,<5,,,
,,,"[0]312, [8]088, [9]088","[0]J61, [9]501",,,,,
W,F,65-90,PODIATRISTS,ASBESTOSIS,0,<5,,,
,,,"[0]312, [8]088, [9]088","[0]J61, [9]501",,,,,
W,M,65-90,PODIATRISTS,ASBESTOSIS,0,<5,,,
,,,"[0]312, [8]088, [9]088","[0]J61, [9]501",,,,,
B,F,65-90,"HEALTH DIAGNOSING PRACTITIONERS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]300, 326, 341, [8]089, [9]089","[0]J61, [9]501",,,,,
B,M,65-90,"HEALTH DIAGNOSING PRACTITIONERS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]300, 326, 341, [8]089, [9]089","[0]J61, [9]501",,,,,
W,F,65-90,"HEALTH DIAGNOSING PRACTITIONERS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]300, 326, 341, [8]089, [9]089","[0]J61, [9]501",,,,,
W,M,65-90,"HEALTH DIAGNOSING PRACTITIONERS, NEC",ASBESTOSIS,0,<5,,,
,,,"[0]300, 326, 341, [8]089, [9]089","[0]J61, [9]501",,,,,
B,F,65-90,HEALTH ASSESSMENT & TREATING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]303-305, 311-316, 320-324, 361, [8]095-106, [9]095-106","[0]J61, [9]501",,,,,
B,M,65-90,HEALTH ASSESSMENT & TREATING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]303-305, 311-316, 320-324, 361, [8]095-106, [9]095-106","[0]J61, [9]501",,,,,
W,F,65-90,HEALTH ASSESSMENT & TREATING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]303-305, 311-316, 320-324, 361, [8]095-106, [9]095-106","[0]J61, [9]501",,,,,
W,M,65-90,HEALTH ASSESSMENT & TREATING OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]303-305, 311-316, 320-324, 361, [8]095-106, [9]095-106","[0]J61, [9]501",,,,,
B,F,65-90,NURSES,ASBESTOSIS,0,<5,,,
,,,"[0]313, 350, [8]095, 207, [9]095, 207","[0]J61, [9]501",,,,,
B,M,65-90,NURSES,ASBESTOSIS,0,<5,,,
,,,"[0]313, 350, [8]095, 207, [9]095, 207","[0]J61, [9]501",,,,,
W,F,65-90,NURSES,ASBESTOSIS,0,<5,,,
,,,"[0]313, 350, [8]095, 207, [9]095, 207","[0]J61, [9]501",,,,,
W,M,65-90,NURSES,ASBESTOSIS,0,<5,,,
,,,"[0]313, 350, [8]095, 207, [9]095, 207","[0]J61, [9]501",,,,,
B,F,65-90,REGISTERED NURSES,ASBESTOSIS,0,<5,,,
,,,"[0]313, [8]095, [9]095","[0]J61, [9]501",,,,,
B,M,65-90,REGISTERED NURSES,ASBESTOSIS,0,<5,,,
,,,"[0]313, [8]095, [9]095","[0]J61, [9]501",,,,,
W,F,65-90,REGISTERED NURSES,ASBESTOSIS,0,<5,,,
,,,"[0]313, [8]095, [9]095","[0]J61, [9]501",,,,,
W,M,65-90,REGISTERED NURSES,ASBESTOSIS,0,<5,,,
,,,"[0]313, [8]095, [9]095","[0]J61, [9]501",,,,,
B,F,65-90,PHARMACISTS,ASBESTOSIS,0,<5,,,
,,,"[0]305, [8]096, [9]096","[0]J61, [9]501",,,,,
B,M,65-90,PHARMACISTS,ASBESTOSIS,0,<5,,,
,,,"[0]305, [8]096, [9]096","[0]J61, [9]501",,,,,
W,F,65-90,PHARMACISTS,ASBESTOSIS,0,<5,,,
,,,"[0]305, [8]096, [9]096","[0]J61, [9]501",,,,,
W,M,65-90,PHARMACISTS,ASBESTOSIS,0,<5,,,
,,,"[0]305, [8]096, [9]096","[0]J61, [9]501",,,,,
B,F,65-90,DIETITIANS,ASBESTOSIS,0,<5,,,
,,,"[0]303, [8]097, [9]097","[0]J61, [9]501",,,,,
B,M,65-90,DIETITIANS,ASBESTOSIS,0,<5,,,
,,,"[0]303, [8]097, [9]097","[0]J61, [9]501",,,,,
W,F,65-90,DIETITIANS,ASBESTOSIS,0,<5,,,
,,,"[0]303, [8]097, [9]097","[0]J61, [9]501",,,,,
W,M,65-90,DIETITIANS,ASBESTOSIS,0,<5,,,
,,,"[0]303, [8]097, [9]097","[0]J61, [9]501",,,,,
B,F,65-90,THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]314-316, 320-324, [8]098-105, [9]098-105","[0]J61, [9]501",,,,,
B,M,65-90,THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]314-316, 320-324, [8]098-105, [9]098-105","[0]J61, [9]501",,,,,
W,F,65-90,THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]314-316, 320-324, [8]098-105, [9]098-105","[0]J61, [9]501",,,,,
W,M,65-90,THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]314-316, 320-324, [8]098-105, [9]098-105","[0]J61, [9]501",,,,,
B,F,65-90,RESPIRATORY THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]322, [8]098, [9]098","[0]J61, [9]501",,,,,
B,M,65-90,RESPIRATORY THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]322, [8]098, [9]098","[0]J61, [9]501",,,,,
W,F,65-90,RESPIRATORY THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]322, [8]098, [9]098","[0]J61, [9]501",,,,,
W,M,65-90,RESPIRATORY THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]322, [8]098, [9]098","[0]J61, [9]501",,,,,
B,F,65-90,OCCUPATIONAL THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]315, 361, [8]099, [9]099","[0]J61, [9]501",,,,,
B,M,65-90,OCCUPATIONAL THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]315, 361, [8]099, [9]099","[0]J61, [9]501",,,,,
W,F,65-90,OCCUPATIONAL THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]315, 361, [8]099, [9]099","[0]J61, [9]501",,,,,
W,M,65-90,OCCUPATIONAL THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]315, 361, [8]099, [9]099","[0]J61, [9]501",,,,,
B,F,65-90,PHYSICAL THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]316, [8]103, [9]103","[0]J61, [9]501",,,,,
B,M,65-90,PHYSICAL THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]316, [8]103, [9]103","[0]J61, [9]501",,,,,
W,F,65-90,PHYSICAL THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]316, [8]103, [9]103","[0]J61, [9]501",,,,,
W,M,65-90,PHYSICAL THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]316, [8]103, [9]103","[0]J61, [9]501",,,,,
B,F,65-90,SPEECH THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]323, 314, [8]104, [9]104","[0]J61, [9]501",,,,,
B,M,65-90,SPEECH THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]323, 314, [8]104, [9]104","[0]J61, [9]501",,,,,
W,F,65-90,SPEECH THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]323, 314, [8]104, [9]104","[0]J61, [9]501",,,,,
W,M,65-90,SPEECH THERAPISTS,ASBESTOSIS,0,<5,,,
,,,"[0]323, 314, [8]104, [9]104","[0]J61, [9]501",,,,,
B,F,65-90,PHYSICIANS' ASSISTANTS,ASBESTOSIS,0,<5,,,
,,,"[0]311, [8]106, [9]106","[0]J61, [9]501",,,,,
B,M,65-90,PHYSICIANS' ASSISTANTS,ASBESTOSIS,0,<5,,,
,,,"[0]311, [8]106, [9]106","[0]J61, [9]501",,,,,
W,F,65-90,PHYSICIANS' ASSISTANTS,ASBESTOSIS,0,<5,,,
,,,"[0]311, [8]106, [9]106","[0]J61, [9]501",,,,,
W,M,65-90,PHYSICIANS' ASSISTANTS,ASBESTOSIS,0,<5,,,
,,,"[0]311, [8]106, [9]106","[0]J61, [9]501",,,,,
B,F,65-90,"TEACHERS, COUNSELORS, AND TEACHERS' AIDES",ASBESTOSIS,0,<5,,,
,,,"[0]200, 220-234, 254-255, 462-464, [8]113-159, 163, 387, [9]113-159, 163, 387","[0]J61, [9]501",,,,,
B,M,65-90,"TEACHERS, COUNSELORS, AND TEACHERS' AIDES",ASBESTOSIS,0,<5,,,
,,,"[0]200, 220-234, 254-255, 462-464, [8]113-159, 163, 387, [9]113-159, 163, 387","[0]J61, [9]501",,,,,
W,F,65-90,"TEACHERS, COUNSELORS, AND TEACHERS' AIDES",ASBESTOSIS,0,<5,,,
,,,"[0]200, 220-234, 254-255, 462-464, [8]113-159, 163, 387, [9]113-159, 163, 387","[0]J61, [9]501",,,,,
W,M,65-90,"TEACHERS, COUNSELORS, AND TEACHERS' AIDES",ASBESTOSIS,61,<5,,17,155
,,,"[0]200, 220-234, 254-255, 462-464, [8]113-159, 163, 387, [9]113-159, 163, 387","[0]J61, [9]501",,,,,
B,F,65-90,TEACHERS,ASBESTOSIS,0,<5,,,
,,,"[0]220-234, 254-255, [8]113-159, [9]113-159","[0]J61, [9]501",,,,,
B,M,65-90,TEACHERS,ASBESTOSIS,0,<5,,,
,,,"[0]220-234, 254-255, [8]113-159, [9]113-159","[0]J61, [9]501",,,,,
W,F,65-90,TEACHERS,ASBESTOSIS,0,<5,,,
,,,"[0]220-234, 254-255, [8]113-159, [9]113-159","[0]J61, [9]501",,,,,
W,M,65-90,TEACHERS,ASBESTOSIS,62,<5,,17,160
,,,"[0]220-234, 254-255, [8]113-159, [9]113-159","[0]J61, [9]501",,,,,
B,F,65-90,"TEACHERS, POSTSECONDARY",ASBESTOSIS,0,<5,,,
,,,"[0]220, [8]113-154, [9]113-154","[0]J61, [9]501",,,,,
B,M,65-90,"TEACHERS, POSTSECONDARY",ASBESTOSIS,0,<5,,,
,,,"[0]220, [8]113-154, [9]113-154","[0]J61, [9]501",,,,,
W,F,65-90,"TEACHERS, POSTSECONDARY",ASBESTOSIS,0,<5,,,
,,,"[0]220, [8]113-154, [9]113-154","[0]J61, [9]501",,,,,
W,M,65-90,"TEACHERS, POSTSECONDARY",ASBESTOSIS,60,<5,,1,332
,,,"[0]220, [8]113-154, [9]113-154","[0]J61, [9]501",,,,,
B,F,65-90,"TEACHERS, EXC POSTSECONDARY",ASBESTOSIS,0,<5,,,
,,,"[0]230-234, 255, [8]155-159, 387, [9]155-159, 387","[0]J61, [9]501",,,,,
B,M,65-90,"TEACHERS, EXC POSTSECONDARY",ASBESTOSIS,0,<5,,,
,,,"[0]230-234, 255, [8]155-159, 387, [9]155-159, 387","[0]J61, [9]501",,,,,
W,F,65-90,"TEACHERS, EXC POSTSECONDARY",ASBESTOSIS,0,<5,,,
,,,"[0]230-234, 255, [8]155-159, 387, [9]155-159, 387","[0]J61, [9]501",,,,,
W,M,65-90,"TEACHERS, EXC POSTSECONDARY",ASBESTOSIS,63,<5,,13,185
,,,"[0]230-234, 255, [8]155-159, 387, [9]155-159, 387","[0]J61, [9]501",,,,,
B,F,65-90,"COUNSELORS, RESIDENTIAL ADVISORS",ASBESTOSIS,0,<5,,,
,,,"[0]200, 464, [8]163, [9]163","[0]J61, [9]501",,,,,
B,M,65-90,"COUNSELORS, RESIDENTIAL ADVISORS",ASBESTOSIS,0,<5,,,
,,,"[0]200, 464, [8]163, [9]163","[0]J61, [9]501",,,,,
W,F,65-90,"COUNSELORS, RESIDENTIAL ADVISORS",ASBESTOSIS,0,<5,,,
,,,"[0]200, 464, [8]163, [9]163","[0]J61, [9]501",,,,,
W,M,65-90,"COUNSELORS, RESIDENTIAL ADVISORS",ASBESTOSIS,0,<5,,,
,,,"[0]200, 464, [8]163, [9]163","[0]J61, [9]501",,,,,
B,F,65-90,"LIBRARIANS, ARCHIVISTS, & CURATORS",ASBESTOSIS,0,<5,,,
,,,"[0]240, 243, [8]164, 165, [9]164, 165","[0]J61, [9]501",,,,,
B,M,65-90,"LIBRARIANS, ARCHIVISTS, & CURATORS",ASBESTOSIS,0,<5,,,
,,,"[0]240, 243, [8]164, 165, [9]164, 165","[0]J61, [9]501",,,,,
W,F,65-90,"LIBRARIANS, ARCHIVISTS, & CURATORS",ASBESTOSIS,0,<5,,,
,,,"[0]240, 243, [8]164, 165, [9]164, 165","[0]J61, [9]501",,,,,
W,M,65-90,"LIBRARIANS, ARCHIVISTS, & CURATORS",ASBESTOSIS,0,<5,,,
,,,"[0]240, 243, [8]164, 165, [9]164, 165","[0]J61, [9]501",,,,,
B,F,65-90,SOCIAL SCIENTISTS & RELATED OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]180-186, [8]166-173, [9]166-173","[0]J61, [9]501",,,,,
B,M,65-90,SOCIAL SCIENTISTS & RELATED OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]180-186, [8]166-173, [9]166-173","[0]J61, [9]501",,,,,
W,F,65-90,SOCIAL SCIENTISTS & RELATED OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]180-186, [8]166-173, [9]166-173","[0]J61, [9]501",,,,,
W,M,65-90,SOCIAL SCIENTISTS & RELATED OCCUPATIONS,ASBESTOSIS,261,<5,,7,1452
,,,"[0]180-186, [8]166-173, [9]166-173","[0]J61, [9]501",,,,,
B,F,65-90,"SOCIAL, RECREATION, & RELIGIOUS WORKERS",ASBESTOSIS,0,<5,,,
,,,"[0]201-206, 462, [8]174-177, [9]174-177","[0]J61, [9]501",,,,,
B,M,65-90,"SOCIAL, RECREATION, & RELIGIOUS WORKERS",ASBESTOSIS,0,<5,,,
,,,"[0]201-206, 462, [8]174-177, [9]174-177","[0]J61, [9]501",,,,,
W,F,65-90,"SOCIAL, RECREATION, & RELIGIOUS WORKERS",ASBESTOSIS,0,<5,,,
,,,"[0]201-206, 462, [8]174-177, [9]174-177","[0]J61, [9]501",,,,,
W,M,65-90,"SOCIAL, RECREATION, & RELIGIOUS WORKERS",ASBESTOSIS,65,<5,,8,234
,,,"[0]201-206, 462, [8]174-177, [9]174-177","[0]J61, [9]501",,,,,
B,F,65-90,SOCIAL WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]201-202, [8]174, [9]174","[0]J61, [9]501",,,,,
B,M,65-90,SOCIAL WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]201-202, [8]174, [9]174","[0]J61, [9]501",,,,,
W,F,65-90,SOCIAL WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]201-202, [8]174, [9]174","[0]J61, [9]501",,,,,
W,M,65-90,SOCIAL WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]201-202, [8]174, [9]174","[0]J61, [9]501",,,,,
B,F,65-90,RECREATION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]462, [8]175, [9]175","[0]J61, [9]501",,,,,
B,M,65-90,RECREATION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]462, [8]175, [9]175","[0]J61, [9]501",,,,,
W,F,65-90,RECREATION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]462, [8]175, [9]175","[0]J61, [9]501",,,,,
W,M,65-90,RECREATION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]462, [8]175, [9]175","[0]J61, [9]501",,,,,
B,F,65-90,CLERGY,ASBESTOSIS,0,<5,,,
,,,"[0]204, [8]176, [9]176","[0]J61, [9]501",,,,,
B,M,65-90,CLERGY,ASBESTOSIS,0,<5,,,
,,,"[0]204, [8]176, [9]176","[0]J61, [9]501",,,,,
W,F,65-90,CLERGY,ASBESTOSIS,0,<5,,,
,,,"[0]204, [8]176, [9]176","[0]J61, [9]501",,,,,
W,M,65-90,CLERGY,ASBESTOSIS,39,<5,,1,219
,,,"[0]204, [8]176, [9]176","[0]J61, [9]501",,,,,
B,F,65-90,RELIGIOUS WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]205-206, [8]177, [9]177","[0]J61, [9]501",,,,,
B,M,65-90,RELIGIOUS WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]205-206, [8]177, [9]177","[0]J61, [9]501",,,,,
W,F,65-90,RELIGIOUS WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]205-206, [8]177, [9]177","[0]J61, [9]501",,,,,
W,M,65-90,RELIGIOUS WORKERS,ASBESTOSIS,817,<5,,20,4552
,,,"[0]205-206, [8]177, [9]177","[0]J61, [9]501",,,,,
B,F,65-90,LAWYERS & JUDGES,ASBESTOSIS,0,<5,,,
,,,"[0]210-211, [8]178, 179, [9]178, 179","[0]J61, [9]501",,,,,
B,M,65-90,LAWYERS & JUDGES,ASBESTOSIS,0,<5,,,
,,,"[0]210-211, [8]178, 179, [9]178, 179","[0]J61, [9]501",,,,,
W,F,65-90,LAWYERS & JUDGES,ASBESTOSIS,0,<5,,,
,,,"[0]210-211, [8]178, 179, [9]178, 179","[0]J61, [9]501",,,,,
W,M,65-90,LAWYERS & JUDGES,ASBESTOSIS,0,<5,,,
,,,"[0]210-211, [8]178, 179, [9]178, 179","[0]J61, [9]501",,,,,
B,F,65-90,"WRITERS, ARTISTS, ENTERTAINERS, & ATHLETES",ASBESTOSIS,0,<5,,,
,,,"[0]260-286, 291-292, 583, [8]183-199, [9]183-199","[0]J61, [9]501",,,,,
B,M,65-90,"WRITERS, ARTISTS, ENTERTAINERS, & ATHLETES",ASBESTOSIS,0,<5,,,
,,,"[0]260-286, 291-292, 583, [8]183-199, [9]183-199","[0]J61, [9]501",,,,,
W,F,65-90,"WRITERS, ARTISTS, ENTERTAINERS, & ATHLETES",ASBESTOSIS,0,<5,,,
,,,"[0]260-286, 291-292, 583, [8]183-199, [9]183-199","[0]J61, [9]501",,,,,
W,M,65-90,"WRITERS, ARTISTS, ENTERTAINERS, & ATHLETES",ASBESTOSIS,28,<5,,1,156
,,,"[0]260-286, 291-292, 583, [8]183-199, [9]183-199","[0]J61, [9]501",,,,,
B,F,65-90,"WRITERS, AUTHORS, EDITORS AND TECHNICAL WRITERS",ASBESTOSIS,0,<5,,,
,,,"[0]281, 283-285, 292, 583, [8]183, 184, 195, [9]183, 184, 195","[0]J61, [9]501",,,,,
B,M,65-90,"WRITERS, AUTHORS, EDITORS AND TECHNICAL WRITERS",ASBESTOSIS,0,<5,,,
,,,"[0]281, 283-285, 292, 583, [8]183, 184, 195, [9]183, 184, 195","[0]J61, [9]501",,,,,
W,F,65-90,"WRITERS, AUTHORS, EDITORS AND TECHNICAL WRITERS",ASBESTOSIS,0,<5,,,
,,,"[0]281, 283-285, 292, 583, [8]183, 184, 195, [9]183, 184, 195","[0]J61, [9]501",,,,,
W,M,65-90,"WRITERS, AUTHORS, EDITORS AND TECHNICAL WRITERS",ASBESTOSIS,0,<5,,,
,,,"[0]281, 283-285, 292, 583, [8]183, 184, 195, [9]183, 184, 195","[0]J61, [9]501",,,,,
B,F,65-90,DESIGNERS,ASBESTOSIS,0,<5,,,
,,,"[0]263, [8]185, [9]185","[0]J61, [9]501",,,,,
B,M,65-90,DESIGNERS,ASBESTOSIS,0,<5,,,
,,,"[0]263, [8]185, [9]185","[0]J61, [9]501",,,,,
W,F,65-90,DESIGNERS,ASBESTOSIS,0,<5,,,
,,,"[0]263, [8]185, [9]185","[0]J61, [9]501",,,,,
W,M,65-90,DESIGNERS,ASBESTOSIS,0,<5,,,
,,,"[0]263, [8]185, [9]185","[0]J61, [9]501",,,,,
B,F,65-90,ENTERTAINERS,ASBESTOSIS,0,<5,,,
,,,"[0]270-276, 280, 286, 434, 270, 271, 274, 275, 260, 276, 286, 434, 280, [8]186-187, 193-194, 198, [9]186-187, 193-94, 198","[0]J61, [9]501",,,,,
B,M,65-90,ENTERTAINERS,ASBESTOSIS,0,<5,,,
,,,"[0]270-276, 280, 286, 434, 270, 271, 274, 275, 260, 276, 286, 434, 280, [8]186-187, 193-194, 198, [9]186-187, 193-94, 198","[0]J61, [9]501",,,,,
W,F,65-90,ENTERTAINERS,ASBESTOSIS,0,<5,,,
,,,"[0]270-276, 280, 286, 434, 270, 271, 274, 275, 260, 276, 286, 434, 280, [8]186-187, 193-194, 198, [9]186-187, 193-94, 198","[0]J61, [9]501",,,,,
W,M,65-90,ENTERTAINERS,ASBESTOSIS,0,<5,,,
,,,"[0]270-276, 280, 286, 434, 270, 271, 274, 275, 260, 276, 286, 434, 280, [8]186-187, 193-194, 198, [9]186-187, 193-94, 198","[0]J61, [9]501",,,,,
B,F,65-90,MUSICIANS AND COMPOSERS,ASBESTOSIS,0,<5,,,
,,,"[0]275, [8]186, [9]186","[0]J61, [9]501",,,,,
B,M,65-90,MUSICIANS AND COMPOSERS,ASBESTOSIS,0,<5,,,
,,,"[0]275, [8]186, [9]186","[0]J61, [9]501",,,,,
W,F,65-90,MUSICIANS AND COMPOSERS,ASBESTOSIS,0,<5,,,
,,,"[0]275, [8]186, [9]186","[0]J61, [9]501",,,,,
W,M,65-90,MUSICIANS AND COMPOSERS,ASBESTOSIS,0,<5,,,
,,,"[0]275, [8]186, [9]186","[0]J61, [9]501",,,,,
B,F,65-90,ACTORS AND DIRECTORS,ASBESTOSIS,0,<5,,,
,,,"[0]270, 271, [8]187, [9]187","[0]J61, [9]501",,,,,
B,M,65-90,ACTORS AND DIRECTORS,ASBESTOSIS,0,<5,,,
,,,"[0]270, 271, [8]187, [9]187","[0]J61, [9]501",,,,,
W,F,65-90,ACTORS AND DIRECTORS,ASBESTOSIS,0,<5,,,
,,,"[0]270, 271, [8]187, [9]187","[0]J61, [9]501",,,,,
W,M,65-90,ACTORS AND DIRECTORS,ASBESTOSIS,0,<5,,,
